Year,Profession,HourlyRate,Source,Region,Experience
2021.25,Audio Production,42.16,,,
2021.25,Audio Production,41.58,,,
2021.25,Audio Production,42.47,,,
2021.25,Audio Production,42.51,,,
2021.25,Audio Production,41.75,,,
2021.25,Audio Production,42.8,,,
2021.25,Audio Production,43.25,,,
2021.25,Blockchain Development,107.96,,,
2021.25,Blockchain Development,109.99,,,
2021.25,Blockchain Development,111.33,,,
2021.25,Blockchain Development,116.26,,,
2021.25,Blockchain Development,112.58,,,
2021.25,Blockchain Development,109.06,,,
2021.25,Blockchain Development,119.07,,,
2021.25,Blockchain Development,119.95,,,
2021.25,Blockchain Development,119.8,,,
2021.25,Blockchain Development,120.76,,,
2021.25,Blockchain Development,119.31,,,
2021.25,Blockchain Development,121.35,,,
2021.25,Content Creation,24.35,,,
2021.25,Content Creation,24.55,,,
2021.25,Content Creation,24.56,,,
2021.25,Content Creation,24.7,,,
2021.25,Content Creation,25.56,,,
2021.25,Content Creation,25.55,,,
2021.25,Content Creation,25.71,,,
2021.25,Content Creation,25.49,,,
2021.25,Content Creation,25.87,,,
2021.25,Content Creation,25.63,,,
2021.25,Content Creation,25.7,,,
2021.25,Content Creation,26.34,,,
2021.25,Cybersecurity,90.33,,,
2021.25,Cybersecurity,90.54,,,
2021.25,Cybersecurity,90.84,,,
2021.25,Cybersecurity,94.89,,,
2021.25,Cybersecurity,92.71,,,
2021.25,Cybersecurity,94.9,,,
2021.25,Cybersecurity,97.89,,,
2021.25,Cybersecurity,94.87,,,
2021.25,Cybersecurity,97.19,,,
2021.25,Cybersecurity,95.92,,,
2021.25,Cybersecurity,99.12,,,
2021.25,Cybersecurity,98.89,,,
2021.25,Data Analysis,35.32,,,
2021.25,DevOps Engineering,66.74,,,
2021.25,DevOps Engineering,71.69,,,
2021.25,DevOps Engineering,70.7,,,
2021.25,DevOps Engineering,68.74,,,
2021.25,DevOps Engineering,71.19,,,
2021.25,DevOps Engineering,68.44,,,
2021.25,DevOps Engineering,69.5,,,
2021.25,DevOps Engineering,72.72,,,
2021.25,DevOps Engineering,70.99,,,
2021.25,DevOps Engineering,73.64,,,
2021.25,DevOps Engineering,73.7,,,
2021.25,DevOps Engineering,75.43,,,
2021.25,Graphic Design,28.49,,,
2021.25,Legal Services,74.69,,,
2021.25,Legal Services,72.83,,,
2021.25,Legal Services,74.61,,,
2021.25,Legal Services,74.87,,,
2021.25,Legal Services,74.66,,,
2021.25,Legal Services,75.49,,,
2021.25,Legal Services,75.18,,,
2021.25,Legal Services,75.7,,,
2021.25,Legal Services,76.28,,,
2021.25,Legal Services,76.39,,,
2021.25,Legal Services,76.94,,,
2021.25,Legal Services,77.18,,,
2021.25,Marketing,38.39,,,
2021.25,Mobile Development,54.06,,,
2021.25,Mobile Development,54.55,,,
2021.25,Mobile Development,53.97,,,
2021.25,Mobile Development,54.65,,,
2021.25,Mobile Development,54.29,,,
2021.25,Mobile Development,55.7,,,
2021.25,Mobile Development,55.01,,,
2021.25,Mobile Development,56.68,,,
2021.25,Mobile Development,56.61,,,
2021.25,Mobile Development,55.13,,,
2021.25,Mobile Development,57.94,,,
2021.25,Mobile Development,57.55,,,
2021.25,Photography,34.61,,,
2021.25,Photography,35.03,,,
2021.25,Photography,34.47,,,
2021.25,Photography,35.3,,,
2021.25,Photography,34.47,,,
2021.25,Photography,35.32,,,
2021.25,Photography,35.57,,,
2021.25,Photography,34.98,,,
2021.25,Photography,35.27,,,
2021.25,Photography,36.06,,,
2021.25,Photography,36.49,,,
2021.25,Photography,36.4,,,
2021.25,Project Management,56.4,,,
2021.25,Project Management,58.31,,,
2021.25,Project Management,58.83,,,
2021.25,Project Management,60.62,,,
2021.25,Project Management,59.22,,,
2021.25,Project Management,60.54,,,
2021.25,Project Management,59.62,,,
2021.25,Project Management,59.74,,,
2021.25,Project Management,60.01,,,
2021.25,Project Management,61.75,,,
2021.25,Project Management,61.64,,,
2021.25,Project Management,61.49,,,
2021.25,SEO/SEM,38.65,,,
2021.25,SEO/SEM,38.07,,,
2021.25,SEO/SEM,38.58,,,
2021.25,SEO/SEM,38.47,,,
2021.25,SEO/SEM,40.19,,,
2021.25,SEO/SEM,40.11,,,
2021.25,SEO/SEM,40.21,,,
2021.25,SEO/SEM,39.18,,,
2021.25,SEO/SEM,41.32,,,
2021.25,SEO/SEM,40.9,,,
2021.25,SEO/SEM,40.58,,,
2021.25,SEO/SEM,40.95,,,
2021.25,Social Media Management,29.21,,,
2021.25,Social Media Management,29.11,,,
2021.25,Social Media Management,29.18,,,
2021.25,Social Media Management,28.74,,,
2021.25,Social Media Management,29.62,,,
2021.25,Social Media Management,29.81,,,
2021.25,Social Media Management,30.2,,,
2021.25,Social Media Management,29.64,,,
2021.25,Social Media Management,30.19,,,
2021.25,Social Media Management,30.5,,,
2021.25,Social Media Management,30.98,,,
2021.25,Social Media Management,30.63,,,
2021.25,Translation,28.66,,,
2021.25,Translation,28.55,,,
2021.25,Translation,29.24,,,
2021.25,Translation,28.77,,,
2021.25,Translation,29.02,,,
2021.25,Translation,29.47,,,
2021.25,Translation,29.69,,,
2021.25,Translation,29.46,,,
2021.25,Translation,29.42,,,
2021.25,Translation,30.34,,,
2021.25,Translation,30.22,,,
2021.25,Translation,29.93,,,
2021.25,UX/UI Design,40.19,,,
2021.25,Video Editing,26.64,,,
2021.25,Virtual Assistant,27.09,,,
2021.25,Voiceover,34.75,,,
2021.25,Web Development,39.47,,,
2021.25,Writing,24.97,,,
2021.33,3D Modeling,48.14,,,
2021.33,3D Modeling,48.99,,,
2021.33,3D Modeling,49.83,,,
2021.33,3D Modeling,49.11,,,
2021.33,3D Modeling,50.36,,,
2021.33,3D Modeling,50.9,,,
2021.33,3D Modeling,50.36,,,
2021.33,3D Modeling,50.88,,,
2021.33,3D Modeling,52.12,,,
2021.33,3D Modeling,52.18,,,
2021.33,3D Modeling,52.31,,,
2021.33,3D Modeling,53.35,,,
2021.33,AI/ML Development,84.36,,,
2021.33,AI/ML Development,85.32,,,
2021.33,AI/ML Development,89.21,,,
2021.33,AI/ML Development,87.3,,,
2021.33,AI/ML Development,89.98,,,
2021.33,AI/ML Development,87.8,,,
2021.33,AI/ML Development,94.48,,,
2021.33,AI/ML Development,91.16,,,
2021.33,AI/ML Development,89.92,,,
2021.33,AI/ML Development,91.41,,,
2021.33,AI/ML Development,95.09,,,
2021.33,AI/ML Development,93.84,,,
2021.33,Accounting,44.99,,,
2021.33,Accounting,45.89,,,
2021.33,Accounting,44.91,,,
2021.33,Accounting,46.5,,,
2021.33,Accounting,46.62,,,
2021.33,Accounting,46.83,,,
2021.33,Accounting,46.49,,,
2021.33,Accounting,46.88,,,
2021.33,Accounting,47.05,,,
2021.33,Accounting,46.35,,,
2021.33,Accounting,48.61,,,
2021.33,Accounting,48.1,,,
2021.33,Audio Production,41.34,,,
2021.33,Audio Production,41.66,,,
2021.33,Audio Production,41.43,,,
2021.33,Audio Production,42.15,,,
2021.33,Audio Production,42.66,,,
2021.33,Audio Production,40.94,,,
2021.33,Audio Production,41.37,,,
2021.33,Audio Production,43.27,,,
2021.33,Audio Production,43.66,,,
2021.33,Audio Production,43.21,,,
2021.33,Audio Production,43.11,,,
2021.33,Audio Production,43.35,,,
2021.33,Blockchain Development,108.95,,,
2021.33,Blockchain Development,111.38,,,
2021.33,Blockchain Development,115.36,,,
2021.33,Blockchain Development,113.43,,,
2021.33,Blockchain Development,118.02,,,
2021.33,Blockchain Development,116.9,,,
2021.33,Blockchain Development,118.59,,,
2021.33,Blockchain Development,115.04,,,
2021.33,Blockchain Development,124.7,,,
2021.33,Blockchain Development,124.46,,,
2021.33,Blockchain Development,126.96,,,
2021.33,Blockchain Development,125.51,,,
2021.33,Content Creation,23.96,,,
2021.33,Content Creation,25.3,,,
2021.33,Content Creation,24.86,,,
2021.33,Content Creation,25.22,,,
2021.33,Content Creation,25.79,,,
2021.33,Content Creation,25.26,,,
2021.33,Content Creation,26.14,,,
2021.33,Content Creation,25.58,,,
2021.33,Content Creation,26.03,,,
2021.33,Content Creation,26.11,,,
2021.33,Content Creation,26.4,,,
2021.33,Content Creation,26.51,,,
2021.33,Cybersecurity,89.45,,,
2021.33,Cybersecurity,92.08,,,
2021.33,Cybersecurity,91.4,,,
2021.33,Cybersecurity,92.71,,,
2021.33,Cybersecurity,94.31,,,
2021.33,Cybersecurity,94.33,,,
2021.33,Cybersecurity,95.23,,,
2021.33,Cybersecurity,91.69,,,
2021.33,Cybersecurity,98.26,,,
2021.33,Cybersecurity,98.39,,,
2021.33,Cybersecurity,100.24,,,
2021.33,Cybersecurity,99.03,,,
2021.33,Data Analysis,35.93,,,
2021.33,DevOps Engineering,69.76,,,
2021.33,DevOps Engineering,68.09,,,
2021.33,DevOps Engineering,71.43,,,
2021.33,DevOps Engineering,70.07,,,
2021.33,DevOps Engineering,69.56,,,
2021.33,DevOps Engineering,72.15,,,
2021.33,DevOps Engineering,71.26,,,
2021.33,DevOps Engineering,72.84,,,
2021.33,DevOps Engineering,74.37,,,
2021.33,DevOps Engineering,71.01,,,
2021.33,DevOps Engineering,74.45,,,
2021.33,DevOps Engineering,75.27,,,
2021.33,Graphic Design,28.78,,,
2021.33,Legal Services,73.62,,,
2021.33,Legal Services,73.78,,,
2021.33,Legal Services,75.23,,,
2021.33,Legal Services,75.4,,,
2021.33,Legal Services,74.44,,,
2021.33,Legal Services,73.41,,,
2021.33,Legal Services,76.31,,,
2021.33,Legal Services,76.26,,,
2021.33,Legal Services,76.61,,,
2021.33,Legal Services,76.64,,,
2021.33,Legal Services,78.16,,,
2021.33,Legal Services,77.3,,,
2021.33,Marketing,37.98,,,
2021.33,Mobile Development,54.34,,,
2021.33,Mobile Development,55.64,,,
2021.33,Mobile Development,54.44,,,
2021.33,Mobile Development,55.59,,,
2021.33,Mobile Development,55.85,,,
2021.33,Mobile Development,55.34,,,
2021.33,Mobile Development,55.44,,,
2021.33,Mobile Development,56.18,,,
2021.33,Mobile Development,56.46,,,
2021.33,Mobile Development,56.55,,,
2021.33,Mobile Development,57.91,,,
2021.33,Mobile Development,58.18,,,
2021.33,Photography,33.78,,,
2021.33,Photography,34.39,,,
2021.33,Photography,34.11,,,
2021.33,Photography,34.57,,,
2021.33,Photography,35.22,,,
2021.33,Photography,35.07,,,
2021.33,Photography,35.45,,,
2021.33,Photography,35.85,,,
2021.33,Photography,36.55,,,
2021.33,Photography,36.44,,,
2021.33,Photography,37.15,,,
2021.33,Photography,35.96,,,
2021.33,Project Management,56.3,,,
2021.33,Project Management,57.68,,,
2021.33,Project Management,58.46,,,
2021.33,Project Management,60.0,,,
2021.33,Project Management,60.46,,,
2021.33,Project Management,60.1,,,
2021.33,Project Management,59.68,,,
2021.33,Project Management,60.88,,,
2021.33,Project Management,60.92,,,
2021.33,Project Management,62.08,,,
2021.33,Project Management,60.67,,,
2021.33,Project Management,62.63,,,
2021.33,SEO/SEM,39.22,,,
2021.33,SEO/SEM,38.05,,,
2021.33,SEO/SEM,38.6,,,
2021.33,SEO/SEM,39.91,,,
2021.33,SEO/SEM,38.42,,,
2021.33,SEO/SEM,39.71,,,
2021.33,SEO/SEM,40.1,,,
2021.33,SEO/SEM,39.98,,,
2021.33,SEO/SEM,41.47,,,
2021.33,SEO/SEM,40.87,,,
2021.33,SEO/SEM,41.64,,,
2021.33,SEO/SEM,39.38,,,
2021.33,Social Media Management,28.94,,,
2021.33,Social Media Management,29.51,,,
2021.33,Social Media Management,29.64,,,
2021.33,Social Media Management,29.63,,,
2021.33,Social Media Management,30.12,,,
2021.33,Social Media Management,30.52,,,
2021.33,Social Media Management,30.14,,,
2021.33,Social Media Management,30.16,,,
2021.33,Social Media Management,30.49,,,
2021.33,Social Media Management,30.93,,,
2021.33,Social Media Management,30.66,,,
2021.33,Social Media Management,30.99,,,
2021.33,Translation,28.59,,,
2021.33,Translation,28.75,,,
2021.33,Translation,29.04,,,
2021.33,Translation,29.18,,,
2021.33,Translation,29.24,,,
2021.33,Translation,29.66,,,
2021.33,Translation,29.65,,,
2021.33,Translation,29.05,,,
2021.33,Translation,29.9,,,
2021.33,Translation,30.39,,,
2021.33,Translation,30.25,,,
2021.33,Translation,29.97,,,
2021.33,UX/UI Design,40.62,,,
2021.33,Video Editing,26.64,,,
2021.33,Virtual Assistant,27.21,,,
2021.33,Voiceover,34.8,,,
2021.33,Web Development,39.55,,,
2021.33,Writing,24.95,,,
2021.41,3D Modeling,49.27,,,
2021.41,3D Modeling,47.9,,,
2021.41,3D Modeling,50.62,,,
2021.41,3D Modeling,51.45,,,
2021.41,3D Modeling,50.55,,,
2021.41,3D Modeling,50.79,,,
2021.41,3D Modeling,49.37,,,
2021.41,3D Modeling,51.79,,,
2021.41,3D Modeling,51.92,,,
2021.41,3D Modeling,53.06,,,
2021.41,3D Modeling,51.62,,,
2021.41,3D Modeling,53.22,,,
2021.41,AI/ML Development,84.41,,,
2021.41,AI/ML Development,87.2,,,
2021.41,AI/ML Development,87.21,,,
2021.41,AI/ML Development,93.01,,,
2021.41,AI/ML Development,90.47,,,
2021.41,AI/ML Development,91.61,,,
2021.41,AI/ML Development,89.14,,,
2021.41,AI/ML Development,93.44,,,
2021.41,AI/ML Development,92.22,,,
2021.41,AI/ML Development,97.24,,,
2021.41,AI/ML Development,94.34,,,
2021.41,AI/ML Development,95.63,,,
2021.41,Accounting,46.05,,,
2021.41,Accounting,47.08,,,
2021.41,Accounting,46.88,,,
2021.41,Accounting,46.54,,,
2021.41,Accounting,46.26,,,
2021.41,Accounting,46.91,,,
2021.41,Accounting,47.47,,,
2021.41,Accounting,47.52,,,
2021.41,Accounting,47.41,,,
2021.41,Accounting,48.53,,,
2021.41,Accounting,48.09,,,
2021.41,Accounting,48.65,,,
2021.41,Audio Production,41.2,,,
2021.41,Audio Production,41.13,,,
2021.41,Audio Production,43.01,,,
2021.41,Audio Production,43.23,,,
2021.41,Audio Production,42.33,,,
2021.41,Audio Production,42.01,,,
2021.41,Audio Production,42.41,,,
2021.41,Audio Production,42.63,,,
2021.41,Audio Production,43.32,,,
2021.41,Audio Production,42.76,,,
2021.41,Audio Production,44.38,,,
2021.41,Audio Production,43.41,,,
2021.41,Blockchain Development,113.35,,,
2021.41,Blockchain Development,109.91,,,
2021.41,Blockchain Development,111.84,,,
2021.41,Blockchain Development,114.56,,,
2021.41,Blockchain Development,118.16,,,
2021.41,Blockchain Development,126.01,,,
2021.41,Blockchain Development,120.15,,,
2021.41,Blockchain Development,122.75,,,
2021.41,Blockchain Development,122.16,,,
2021.41,Blockchain Development,123.89,,,
2021.41,Blockchain Development,121.35,,,
2021.41,Blockchain Development,122.87,,,
2021.41,Content Creation,25.36,,,
2021.41,Content Creation,25.43,,,
2021.41,Content Creation,25.11,,,
2021.41,Content Creation,25.61,,,
2021.41,Content Creation,25.37,,,
2021.41,Content Creation,25.5,,,
2021.41,Content Creation,25.67,,,
2021.41,Content Creation,26.38,,,
2021.41,Content Creation,26.08,,,
2021.41,Content Creation,26.26,,,
2021.41,Content Creation,25.93,,,
2021.41,Content Creation,26.76,,,
2021.41,Cybersecurity,91.35,,,
2021.41,Cybersecurity,89.74,,,
2021.41,Cybersecurity,93.3,,,
2021.41,Cybersecurity,95.62,,,
2021.41,Cybersecurity,97.98,,,
2021.41,Cybersecurity,91.92,,,
2021.41,Cybersecurity,94.86,,,
2021.41,Cybersecurity,98.33,,,
2021.41,Cybersecurity,96.09,,,
2021.41,Cybersecurity,96.45,,,
2021.41,Cybersecurity,99.55,,,
2021.41,Cybersecurity,99.75,,,
2021.41,DevOps Engineering,68.22,,,
2021.41,DevOps Engineering,70.58,,,
2021.41,DevOps Engineering,70.73,,,
2021.41,DevOps Engineering,71.38,,,
2021.41,DevOps Engineering,71.5,,,
2021.41,DevOps Engineering,72.62,,,
2021.41,DevOps Engineering,71.43,,,
2021.41,DevOps Engineering,73.78,,,
2021.41,DevOps Engineering,73.6,,,
2021.41,DevOps Engineering,75.85,,,
2021.41,DevOps Engineering,75.67,,,
2021.41,DevOps Engineering,73.87,,,
2021.41,Legal Services,74.26,,,
2021.41,Legal Services,73.85,,,
2021.41,Legal Services,75.24,,,
2021.41,Legal Services,75.16,,,
2021.41,Legal Services,76.48,,,
2021.41,Legal Services,76.12,,,
2021.41,Legal Services,76.13,,,
2021.41,Legal Services,75.5,,,
2021.41,Legal Services,77.11,,,
2021.41,Legal Services,77.69,,,
2021.41,Legal Services,77.11,,,
2021.41,Legal Services,76.54,,,
2021.41,Mobile Development,54.84,,,
2021.41,Mobile Development,54.52,,,
2021.41,Mobile Development,55.25,,,
2021.41,Mobile Development,54.94,,,
2021.41,Mobile Development,53.54,,,
2021.41,Mobile Development,56.28,,,
2021.41,Mobile Development,56.29,,,
2021.41,Mobile Development,56.94,,,
2021.41,Mobile Development,56.53,,,
2021.41,Mobile Development,57.58,,,
2021.41,Mobile Development,58.19,,,
2021.41,Mobile Development,59.89,,,
2021.41,Photography,35.0,,,
2021.41,Photography,35.07,,,
2021.41,Photography,34.82,,,
2021.41,Photography,35.84,,,
2021.41,Photography,35.03,,,
2021.41,Photography,34.88,,,
2021.41,Photography,36.3,,,
2021.41,Photography,36.54,,,
2021.41,Photography,35.66,,,
2021.41,Photography,36.3,,,
2021.41,Photography,36.48,,,
2021.41,Photography,36.93,,,
2021.41,Project Management,58.33,,,
2021.41,Project Management,58.14,,,
2021.41,Project Management,60.44,,,
2021.41,Project Management,59.08,,,
2021.41,Project Management,60.08,,,
2021.41,Project Management,59.76,,,
2021.41,Project Management,61.1,,,
2021.41,Project Management,61.81,,,
2021.41,Project Management,61.87,,,
2021.41,Project Management,62.8,,,
2021.41,Project Management,63.37,,,
2021.41,Project Management,60.85,,,
2021.41,SEO/SEM,37.91,,,
2021.41,SEO/SEM,38.62,,,
2021.41,SEO/SEM,39.55,,,
2021.41,SEO/SEM,40.29,,,
2021.41,SEO/SEM,39.28,,,
2021.41,SEO/SEM,39.79,,,
2021.41,SEO/SEM,38.99,,,
2021.41,SEO/SEM,39.95,,,
2021.41,SEO/SEM,39.97,,,
2021.41,SEO/SEM,40.96,,,
2021.41,SEO/SEM,42.1,,,
2021.41,SEO/SEM,42.16,,,
2021.41,Social Media Management,28.95,,,
2021.41,Social Media Management,29.39,,,
2021.41,Social Media Management,29.38,,,
2021.41,Social Media Management,29.28,,,
2021.41,Social Media Management,30.06,,,
2021.41,Social Media Management,30.67,,,
2021.41,Social Media Management,30.56,,,
2021.41,Social Media Management,29.78,,,
2021.41,Social Media Management,31.12,,,
2021.41,Social Media Management,30.59,,,
2021.41,Social Media Management,31.69,,,
2021.41,Social Media Management,31.45,,,
2021.41,Translation,28.35,,,
2021.41,Translation,28.71,,,
2021.41,Translation,29.54,,,
2021.41,Translation,29.48,,,
2021.41,Translation,29.12,,,
2021.41,Translation,29.08,,,
2021.41,Translation,29.05,,,
2021.41,Translation,29.16,,,
2021.41,Translation,29.92,,,
2021.41,Translation,29.94,,,
2021.41,Translation,29.64,,,
2021.41,Translation,30.61,,,
2021.42,Data Analysis,36.55,,,
2021.42,Graphic Design,29.08,,,
2021.42,Marketing,37.56,,,
2021.42,UX/UI Design,41.05,,,
2021.42,Video Editing,26.64,,,
2021.42,Virtual Assistant,27.32,,,
2021.42,Voiceover,34.85,,,
2021.42,Web Development,39.63,,,
2021.42,Writing,24.94,,,
2021.5,3D Modeling,49.26,,,
2021.5,3D Modeling,50.04,,,
2021.5,3D Modeling,50.59,,,
2021.5,3D Modeling,50.83,,,
2021.5,3D Modeling,49.91,,,
2021.5,3D Modeling,51.78,,,
2021.5,3D Modeling,51.26,,,
2021.5,3D Modeling,51.62,,,
2021.5,3D Modeling,53.0,,,
2021.5,3D Modeling,54.48,,,
2021.5,3D Modeling,53.52,,,
2021.5,3D Modeling,54.96,,,
2021.5,AI/ML Development,89.81,,,
2021.5,AI/ML Development,88.28,,,
2021.5,AI/ML Development,90.41,,,
2021.5,AI/ML Development,89.33,,,
2021.5,AI/ML Development,92.81,,,
2021.5,AI/ML Development,92.06,,,
2021.5,AI/ML Development,91.8,,,
2021.5,AI/ML Development,94.56,,,
2021.5,AI/ML Development,95.12,,,
2021.5,AI/ML Development,96.02,,,
2021.5,AI/ML Development,101.25,,,
2021.5,AI/ML Development,99.75,,,
2021.5,Accounting,46.16,,,
2021.5,Accounting,47.41,,,
2021.5,Accounting,45.83,,,
2021.5,Accounting,46.8,,,
2021.5,Accounting,46.66,,,
2021.5,Accounting,48.69,,,
2021.5,Accounting,47.05,,,
2021.5,Accounting,47.84,,,
2021.5,Accounting,47.28,,,
2021.5,Accounting,47.42,,,
2021.5,Accounting,48.65,,,
2021.5,Accounting,47.17,,,
2021.5,Audio Production,41.11,,,
2021.5,Audio Production,41.23,,,
2021.5,Audio Production,42.01,,,
2021.5,Audio Production,42.1,,,
2021.5,Audio Production,42.61,,,
2021.5,Audio Production,43.09,,,
2021.5,Audio Production,42.62,,,
2021.5,Audio Production,43.38,,,
2021.5,Audio Production,43.95,,,
2021.5,Audio Production,43.45,,,
2021.5,Audio Production,43.0,,,
2021.5,Audio Production,44.83,,,
2021.5,Blockchain Development,112.32,,,
2021.5,Blockchain Development,115.48,,,
2021.5,Blockchain Development,116.11,,,
2021.5,Blockchain Development,120.22,,,
2021.5,Blockchain Development,116.35,,,
2021.5,Blockchain Development,122.86,,,
2021.5,Blockchain Development,118.01,,,
2021.5,Blockchain Development,121.3,,,
2021.5,Blockchain Development,122.75,,,
2021.5,Blockchain Development,120.77,,,
2021.5,Blockchain Development,124.74,,,
2021.5,Blockchain Development,121.38,,,
2021.5,Content Creation,25.15,,,
2021.5,Content Creation,25.34,,,
2021.5,Content Creation,25.86,,,
2021.5,Content Creation,25.22,,,
2021.5,Content Creation,25.85,,,
2021.5,Content Creation,25.65,,,
2021.5,Content Creation,26.56,,,
2021.5,Content Creation,26.64,,,
2021.5,Content Creation,26.67,,,
2021.5,Content Creation,25.57,,,
2021.5,Content Creation,26.42,,,
2021.5,Content Creation,26.23,,,
2021.5,Cybersecurity,91.01,,,
2021.5,Cybersecurity,97.22,,,
2021.5,Cybersecurity,92.55,,,
2021.5,Cybersecurity,93.57,,,
2021.5,Cybersecurity,94.4,,,
2021.5,Cybersecurity,97.75,,,
2021.5,Cybersecurity,98.78,,,
2021.5,Cybersecurity,99.35,,,
2021.5,Cybersecurity,98.8,,,
2021.5,Cybersecurity,98.3,,,
2021.5,Cybersecurity,98.97,,,
2021.5,Cybersecurity,100.58,,,
2021.5,Data Analysis,37.17,,,
2021.5,DevOps Engineering,69.5,,,
2021.5,DevOps Engineering,70.61,,,
2021.5,DevOps Engineering,72.69,,,
2021.5,DevOps Engineering,70.55,,,
2021.5,DevOps Engineering,70.93,,,
2021.5,DevOps Engineering,73.52,,,
2021.5,DevOps Engineering,73.8,,,
2021.5,DevOps Engineering,74.25,,,
2021.5,DevOps Engineering,75.6,,,
2021.5,DevOps Engineering,75.97,,,
2021.5,DevOps Engineering,75.94,,,
2021.5,DevOps Engineering,77.93,,,
2021.5,Graphic Design,29.38,,,
2021.5,Legal Services,74.06,,,
2021.5,Legal Services,75.46,,,
2021.5,Legal Services,75.2,,,
2021.5,Legal Services,75.14,,,
2021.5,Legal Services,75.84,,,
2021.5,Legal Services,76.24,,,
2021.5,Legal Services,76.17,,,
2021.5,Legal Services,76.79,,,
2021.5,Legal Services,77.72,,,
2021.5,Legal Services,77.21,,,
2021.5,Legal Services,76.77,,,
2021.5,Legal Services,78.69,,,
2021.5,Marketing,37.14,,,
2021.5,Mobile Development,55.52,,,
2021.5,Mobile Development,55.75,,,
2021.5,Mobile Development,55.35,,,
2021.5,Mobile Development,56.94,,,
2021.5,Mobile Development,54.15,,,
2021.5,Mobile Development,57.43,,,
2021.5,Mobile Development,57.03,,,
2021.5,Mobile Development,56.29,,,
2021.5,Mobile Development,58.47,,,
2021.5,Mobile Development,57.66,,,
2021.5,Mobile Development,56.6,,,
2021.5,Mobile Development,59.34,,,
2021.5,Photography,34.99,,,
2021.5,Photography,34.37,,,
2021.5,Photography,35.4,,,
2021.5,Photography,35.77,,,
2021.5,Photography,35.44,,,
2021.5,Photography,35.08,,,
2021.5,Photography,35.15,,,
2021.5,Photography,36.34,,,
2021.5,Photography,36.32,,,
2021.5,Photography,36.56,,,
2021.5,Photography,38.0,,,
2021.5,Photography,36.38,,,
2021.5,Project Management,58.2,,,
2021.5,Project Management,59.28,,,
2021.5,Project Management,57.81,,,
2021.5,Project Management,60.49,,,
2021.5,Project Management,60.56,,,
2021.5,Project Management,60.01,,,
2021.5,Project Management,61.14,,,
2021.5,Project Management,60.53,,,
2021.5,Project Management,62.29,,,
2021.5,Project Management,61.57,,,
2021.5,Project Management,63.57,,,
2021.5,Project Management,62.72,,,
2021.5,SEO/SEM,39.23,,,
2021.5,SEO/SEM,38.62,,,
2021.5,SEO/SEM,38.76,,,
2021.5,SEO/SEM,38.86,,,
2021.5,SEO/SEM,41.59,,,
2021.5,SEO/SEM,41.2,,,
2021.5,SEO/SEM,39.98,,,
2021.5,SEO/SEM,42.09,,,
2021.5,SEO/SEM,41.58,,,
2021.5,SEO/SEM,41.79,,,
2021.5,SEO/SEM,42.8,,,
2021.5,SEO/SEM,41.88,,,
2021.5,Social Media Management,29.45,,,
2021.5,Social Media Management,29.8,,,
2021.5,Social Media Management,30.11,,,
2021.5,Social Media Management,30.42,,,
2021.5,Social Media Management,30.55,,,
2021.5,Social Media Management,30.63,,,
2021.5,Social Media Management,30.62,,,
2021.5,Social Media Management,30.86,,,
2021.5,Social Media Management,30.81,,,
2021.5,Social Media Management,30.81,,,
2021.5,Social Media Management,31.67,,,
2021.5,Social Media Management,31.71,,,
2021.5,Translation,29.38,,,
2021.5,Translation,29.03,,,
2021.5,Translation,29.06,,,
2021.5,Translation,28.9,,,
2021.5,Translation,29.86,,,
2021.5,Translation,29.92,,,
2021.5,Translation,30.39,,,
2021.5,Translation,30.08,,,
2021.5,Translation,30.2,,,
2021.5,Translation,30.28,,,
2021.5,Translation,29.68,,,
2021.5,Translation,30.35,,,
2021.5,UX/UI Design,41.47,,,
2021.5,Video Editing,26.64,,,
2021.5,Virtual Assistant,27.44,,,
2021.5,Voiceover,34.9,,,
2021.5,Web Development,39.7,,,
2021.5,Writing,24.92,,,
2021.58,3D Modeling,50.33,,,
2021.58,3D Modeling,50.17,,,
2021.58,3D Modeling,50.01,,,
2021.58,3D Modeling,51.05,,,
2021.58,3D Modeling,50.35,,,
2021.58,3D Modeling,51.83,,,
2021.58,3D Modeling,51.7,,,
2021.58,3D Modeling,52.03,,,
2021.58,3D Modeling,52.47,,,
2021.58,3D Modeling,52.97,,,
2021.58,3D Modeling,54.19,,,
2021.58,3D Modeling,53.01,,,
2021.58,AI/ML Development,90.0,,,
2021.58,AI/ML Development,92.66,,,
2021.58,AI/ML Development,87.9,,,
2021.58,AI/ML Development,90.84,,,
2021.58,AI/ML Development,90.83,,,
2021.58,AI/ML Development,95.22,,,
2021.58,AI/ML Development,94.63,,,
2021.58,AI/ML Development,94.02,,,
2021.58,AI/ML Development,95.96,,,
2021.58,AI/ML Development,100.47,,,
2021.58,AI/ML Development,103.59,,,
2021.58,AI/ML Development,94.95,,,
2021.58,Accounting,45.97,,,
2021.58,Accounting,47.07,,,
2021.58,Accounting,47.38,,,
2021.58,Accounting,45.7,,,
2021.58,Accounting,47.34,,,
2021.58,Accounting,46.36,,,
2021.58,Accounting,47.08,,,
2021.58,Accounting,46.88,,,
2021.58,Accounting,48.15,,,
2021.58,Accounting,48.15,,,
2021.58,Accounting,48.04,,,
2021.58,Accounting,47.59,,,
2021.58,Audio Production,40.48,,,
2021.58,Audio Production,41.98,,,
2021.58,Audio Production,41.82,,,
